window_id,session_id,source_file,start_s,end_s,scheduled_label,quality_status,quality_reason,confidence_status,final_label,sample_count,max_gap_ms,clip_fraction,psd_resp_band,psd_total,snr_resp,variance_filtered,zero_crossings,spectral_entropy,peak_freq_hz,peak_power,pc1_var_explained,activity_log,breathing_activity_threshold
session_20260812_131332_hold_breath_off_hold_breath_off_w00000,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,10.0,22.0,breathing,accepted,,trusted_breathing,breathing,1224,86.362,0.00038297,32.55753111851784,1.4132448609030386,23.0374311056692,130.35922818117237,6,1.7026094458940702,0.41666666666666663,74.57437442976821,0.8488907814025879,1.8725896189521187,1.3843284208135187
session_20260812_131332_hold_breath_off_hold_breath_off_w00001,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,13.0,25.0,breathing,accepted,,trusted_breathing,breathing,1224,86.362,0.00010212,44.37969839431442,0.8688110509610829,51.080955226306465,22.30564149716269,10,1.8269934945853408,0.41666666666666663,82.99608054524154,0.843853235244751,1.6471843464284452,1.3843284208135187
session_20260812_131332_hold_breath_off_hold_breath_off_w00002,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,16.0,28.0,breathing,accepted,,trusted_breathing,breathing,1224,86.362,0.00036382,16.276355959032596,0.5902321508778108,27.576193426261753,43.99574771721217,8,1.7110691397228008,0.41666666666666663,28.233429763106948,0.7529020309448242,1.4507636389232341,1.3843284208135187
session_20260812_131332_hold_breath_off_hold_breath_off_w00003,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,19.0,31.0,breathing,accepted,,trusted_breathing,breathing,1223,57.222,0.00086238,20.238762844459092,0.3528483381977129,57.35824900799524,6.655511980851664,9,1.6499939405014972,0.3333333333333333,34.883712055074746,0.6886202692985535,1.306183961416495,1.3843284208135187
session_20260812_131332_hold_breath_off_hold_breath_off_w00004,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,22.0,34.0,breathing,accepted,,trusted_breathing,breathing,1219,75.059,0.00140356,23.024136328694016,0.4567737615252908,50.40599585177531,16.671811020890804,5,1.5141999655654153,0.16666666666666666,58.03905394515009,0.6775410175323486,1.3621833481102803,1.3843284208135187
session_20260812_131332_hold_breath_off_hold_breath_off_w00005,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,25.0,37.0,breathing,accepted,,trusted_breathing,breathing,1212,75.059,0.00097979,21.080689073379638,0.6489012510611092,32.486744383486965,32.03759478028085,7,1.7466269393738116,0.41666666666666663,51.86536518264089,0.5706673264503479,1.5056599040145404,1.3843284208135187
session_20260812_131332_hold_breath_off_hold_breath_off_w00006,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,28.0,40.0,breathing,rejected,time_gap,not_evaluated,,1201,227.485,,,,,,,,,,,,
session_20260812_131332_hold_breath_off_hold_breath_off_w00007,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,31.0,43.0,breathing,rejected,time_gap,not_evaluated,,1140,360.548,,,,,,,,,,,,
session_20260812_131332_hold_breath_off_hold_breath_off_w00008,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,34.0,46.0,breathing,rejected,time_gap,not_evaluated,,1011,633.137,,,,,,,,,,,,
session_20260812_131332_hold_breath_off_hold_breath_off_w00009,session_20260812_131332_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131332_hold_breath_off_hold_breath_off.csv,37.0,49.0,breathing,rejected,time_gap,not_evaluated,,710,633.137,,,,,,,,,,,,
